9.024100,34.506400,8.766300,31.412400
19.933800,49.400400,20.207900,49.486400
20.207900,49.486400,22.211300,31.635900
22.211300,31.635900,16.487400,32.065600
21.889900,49.984900,22.020500,50.002000
8.187000,34.523600,9.940200,34.394700
10.119000,38.382500,10.119000,38.253500
10.166300,37.351100,9.940200,34.394700
10.237600,38.253500,10.119000,38.253500
9.271600,31.395200,9.271600,31.274900
23.643100,34.317300,23.773700,34.343100
23.511600,35.520500,23.631100,35.537700
22.951300,40.591200,23.069900,40.599800
22.807700,41.785800,22.939200,41.794400
22.247400,46.856500,22.366800,46.865100
22.115900,48.042500,22.235400,48.059700
23.690400,33.904800,23.821900,33.913400
23.833900,32.710200,23.952500,32.718800
22.592900,43.719600,22.712300,43.736700
22.462200,44.905600,22.581700,44.931400
22.247400,46.856500,22.462200,44.905600
22.235400,48.059700,22.044600,49.727000
21.889900,49.984900,22.115900,48.042500
23.833900,32.710200,24.024700,30.922500
23.690400,33.904800,23.643100,34.317300
23.452300,37.205000,23.631100,35.537700
22.939200,41.794400,22.748400,43.461700
22.592900,43.719600,22.807700,41.785800
6.732000,29.538000,6.886700,29.526000
6.744000,29.659200,8.985400,29.489900
19.373400,51.256800,19.337300,51.368500
18.216600,50.938800,18.180500,51.059200
5.980800,47.630000,7.864700,48.137100
7.840600,48.257400,6.218900,47.819100
9.021500,48.446500,9.439200,48.558200
9.403100,48.678500,9.260400,48.644100
13.648700,49.830200,15.270500,50.277100
16.463400,50.466100,18.216600,50.938800
18.180500,51.059200,16.690300,50.655200
14.650800,54.686000,12.790100,54.187500
12.790100,54.187500,12.706800,54.496900
12.706800,54.496900,12.670700,54.488300
12.670700,54.488300,12.658600,54.565700
12.658600,54.565700,12.682700,54.565700
12.682700,54.565700,12.670700,54.600000
14.555400,54.926600,14.602700,54.935200
14.602700,54.935200,14.614700,54.875100
14.614700,54.875100,14.602700,54.875100
14.602700,54.875100,14.650800,54.686000
10.226400,53.482800,8.103600,52.906900
10.894200,54.118700,7.984200,53.328100
8.103600,52.906900,8.019400,53.216300
8.019400,53.216300,7.984200,53.207700
7.984200,53.207700,7.960100,53.293700
7.960100,53.293700,7.996200,53.302300
7.996200,53.302300,7.984200,53.328100
10.894200,54.118700,10.130200,53.749200
10.130200,53.749200,10.130200,53.723400
10.130200,53.723400,10.178300,53.749200
10.178300,53.749200,10.190300,53.671800
10.190300,53.671800,10.178300,53.671800
10.178300,53.671800,10.226400,53.482800
24.954600,54.325000,22.819800,53.757800
22.819800,53.757800,22.736400,54.067200
22.736400,54.067200,22.712300,54.058600
22.712300,54.058600,22.688300,54.135900
22.688300,54.135900,22.712300,54.153100
22.712300,54.153100,22.712300,54.170300
24.847200,54.600000,24.859200,54.582800
24.859200,54.582800,24.906500,54.591400
24.906500,54.591400,24.918500,54.531300
24.918500,54.531300,24.895300,54.522700
24.895300,54.522700,24.954600,54.325000
23.069900,40.599800,23.081900,40.445100
24.417500,29.203700,24.227500,29.180500
24.227500,29.180500,24.322900,28.261700
24.346100,28.143100,24.453600,27.104900
10.119000,38.382500,8.485200,38.520000
10.166300,37.351100,10.046800,37.359700
12.658600,47.569800,16.642100,48.652700
12.193700,38.648900,16.808900,38.305100
12.670700,44.948600,17.309900,44.587600
11.955600,35.511900,16.606000,35.151000
16.331900,32.065600,11.716700,32.426600
11.966800,35.632300,16.582800,35.288500
12.682700,45.060300,17.297900,44.707900
12.682700,46.719000,12.658600,46.409600
12.837400,47.183100,12.778100,46.409600
11.955600,35.511900,11.943600,35.357200
12.694700,45.206400,12.682700,45.060300
12.217800,38.923900,12.205700,38.777800
12.205700,40.462300,11.943600,36.990200
16.463400,50.466100,16.427300,50.586500
9.021500,48.446500,8.997400,48.566800
7.864700,48.137100,7.840600,48.257400
5.980800,47.630000,5.956800,47.750300
5.062100,52.090500,6.218900,47.819100
8.103600,52.906900,9.260400,48.644100
12.491900,54.101600,13.648700,49.830200
15.533500,54.926600,16.690300,50.655200
23.237500,39.044200,23.093900,40.333400
7.006100,29.526000,6.671800,25.113600
8.199000,34.643900,9.832800,34.523600
9.832800,34.523600,10.046800,37.359700
21.758400,51.179500,21.877800,51.196700
21.877800,51.196700,21.806500,51.918600
15.414000,54.892200,16.570800,50.620800
12.372500,54.067200,13.529300,49.795800
7.984200,52.872600,9.141000,48.609800
23.511600,35.520500,23.296800,37.471500
23.296800,37.471500,23.416200,37.480000
23.416200,37.480000,23.440300,37.325300
23.785800,34.188400,23.773700,34.343100
22.736400,43.582100,22.712300,43.728200
22.378900,46.719000,22.366800,46.865100
22.032500,49.847300,22.020500,50.002000
16.427300,50.586500,16.570800,50.620800
15.270500,50.277100,15.306600,50.156700
15.306600,50.156700,10.596000,48.876200
10.596000,48.876200,10.559900,48.996500
10.559900,48.996500,13.529300,49.795800
9.141000,48.609800,8.997400,48.566800
5.956800,47.750300,6.099400,47.784700
6.886700,29.526000,6.553200,25.113600
24.417500,29.203700,24.441500,29.073000
24.441500,29.073000,24.358200,29.073000
24.358200,29.073000,24.549000,27.331800
12.575300,45.215000,12.491900,44.252400
12.623400,44.243800,12.670700,44.948600
12.349300,42.318700,12.301100,41.656900
10.905400,47.088600,10.237600,38.253500
8.055500,46.315100,9.605900,46.744800
10.261700,40.247400,7.721200,40.445100
7.459100,38.562900,7.483100,38.863700
7.483100,38.863700,7.637800,38.855100
7.900800,42.714000,7.781300,42.722600
7.733200,40.591200,7.614600,40.599800
7.972100,43.625000,7.840600,43.625000
7.840600,43.625000,8.055500,46.315100
7.805400,41.485000,7.685900,41.502200
7.685900,41.502200,7.781300,42.722600
7.710000,39.749000,7.554500,39.757600
7.554500,39.757600,7.614600,40.599800
7.805400,41.485000,7.876700,42.456200
7.888800,42.567900,7.900800,42.714000
10.417200,42.249900,10.261700,40.247400
7.721200,40.445100,7.733200,40.591200
7.972100,43.625000,8.162900,46.220500
10.417200,42.249900,7.876700,42.456200
10.428400,42.378800,7.888800,42.567900
5.729900,31.627300,6.255000,38.580100
8.401000,38.408200,7.876700,31.455400
8.401000,38.408200,6.255000,38.580100
10.476500,46.985400,10.608000,46.504100
10.608000,46.504100,9.737400,46.272100
9.737400,46.272100,9.605900,46.744800
5.407600,31.721800,5.658500,31.704600
7.960100,31.489800,9.271600,31.395200
8.162900,46.220500,10.703400,46.031400
10.703400,46.031400,10.428400,42.378800
5.658500,31.704600,5.908600,35.022100
7.459100,38.562900,6.409700,38.640300
7.710000,39.749000,7.745200,40.290400
7.745200,40.290400,10.226400,40.101300
10.226400,40.101300,10.107000,38.537200
10.107000,38.537200,7.626600,38.734800
7.626600,38.734800,7.637800,38.855100
5.729900,31.627300,7.876700,31.455400
8.485200,38.520000,8.199000,34.643900
10.476500,46.985400,10.905400,47.088600
22.581700,44.931400,22.486300,45.816600
22.438200,46.254900,22.390900,46.598700
12.467900,42.310100,12.455800,42.138200
12.718800,41.889000,17.059800,41.571000
17.071900,41.442100,12.706800,41.768600
12.432600,41.760000,12.420600,41.639700
22.951300,40.591200,23.166100,38.657500
23.166100,38.657500,23.272700,38.674700
23.272700,38.674700,23.261500,38.717600
23.261500,38.717600,23.583000,38.752000
23.952500,32.718800,24.108100,31.300700
5.419600,31.945300,5.407600,31.721800
11.728700,34.179800,11.848200,34.162600
11.824100,35.365800,11.943600,35.357200
11.716700,32.426600,11.848200,34.162600
11.669400,33.423500,11.728700,34.179800
11.860200,35.787000,11.824100,35.365800
11.978800,35.787000,11.966800,35.632300
12.325200,40.445100,12.205700,38.777800
12.623400,44.243800,12.563300,43.513300
12.491900,44.252400,12.444600,43.513300
12.694700,45.206400,12.682700,45.060300
5.109400,35.236900,5.920700,35.176800
5.920700,35.176800,6.206900,38.984100
5.908600,35.022100,5.098200,35.082200
7.006100,29.526000,8.985400,29.371300
